State,Year,Estimate (%)
Wisconsin,2016-17,43.6
Wyoming,2016-17,31.8
Alabama,2016-17,43.2
Alaska,2016-17,38
Arizona,2016-17,38
Arkansas,2016-17,49
California,2016-17,53
Colorado,2016-17,44.7
Connecticut,2016-17,55.5
Delaware,2016-17,58.4
District of Columbia,2016-17,54.8
Florida,2016-17,49
Georgia,2016-17,41.1
Hawaii,2016-17,48
Idaho,2016-17,35
Illinois,2016-17,45.4
Indiana,2016-17,38.9
Iowa,2016-17,43.5
Kansas,2016-17,41.5
Kentucky,2016-17,35.6
Louisiana,2016-17,46.5
Maine,2016-17,52.5
Maryland,2016-17,60.3
Massachusetts,2016-17,64.5
Michigan,2016-17,51.1
Minnesota,2016-17,46.1
Mississippi,2016-17,40.3
Missouri,2016-17,42.6
Montana,2016-17,38.3
Nebraska,2016-17,48.6
Nevada,2016-17,35.7
New Hampshire,2016-17,52.8
New Jersey,2016-17,48.3
New Mexico,2016-17,55.7
New York,2016-17,57.3
North Carolina,2016-17,46
North Dakota,2016-17,52.4
Ohio,2016-17,40.8
Oklahoma,2016-17,47.6
Oregon,2016-17,41.9
Pennsylvania,2016-17,51.2
United States,2016-17,48
Region 1,2016-17,59.9
Region 2,2016-17,54.2
Region 3,2016-17,52.6
Region 4,2016-17,44.5
Region 5,2016-17,44.8
Region 6,2016-17,49.6
Region 7,2016-17,43.5
Region 8,2016-17,42
Region 9,2016-17,49.4
Rhode Island,2016-17,68.8
South Carolina,2016-17,39.4
South Dakota,2016-17,54
Tennessee,2016-17,46.9
Texas,2016-17,49.9
Region 10,2016-17,40.9
Utah,2016-17,36.3
Vermont,2016-17,48.3
Virginia,2016-17,49.4
Washington,2016-17,42.4
West Virginia,2016-17,46.4
Wisconsin,2016-17,44.7
Wyoming,2016-17,32.2
Alabama,2016-17,43.2
Alaska,2016-17,38.1
Arizona,2016-17,38
Arkansas,2016-17,49
California,2016-17,53.9
Colorado,2016-17,47.3
Connecticut,2016-17,55.5
Delaware,2016-17,58.4
District of Columbia,2016-17,61
Florida,2016-17,51.3
Georgia,2016-17,41.2
Hawaii,2016-17,49.7
Idaho,2016-17,35
Illinois,2016-17,45.7
Indiana,2016-17,38.9
Iowa,2016-17,44
Kansas,2016-17,42.1
Kentucky,2016-17,35.6
Louisiana,2016-17,46.5
Maine,2016-17,52.8
Maryland,2016-17,60.3
Massachusetts,2016-17,64.5
Michigan,2016-17,52.4
Minnesota,2016-17,46.1
Mississippi,2016-17,40.3
Missouri,2016-17,43.1
Montana,2016-17,38.3
Nebraska,2016-17,49.3
Nevada,2016-17,38.4
New Hampshire,2016-17,52.8
New Jersey,2016-17,48.3
New Mexico,2016-17,56.2
New York,2016-17,57.8
North Carolina,2016-17,47.3
North Dakota,2016-17,52.4
Ohio,2016-17,41.2
Oklahoma,2016-17,48.2
Oregon,2016-17,41.9
Pennsylvania,2016-17,53.3
United States,2016-17,48.6
Region 1,2016-17,60
Region 2,2016-17,54.6
Region 3,2016-17,53.7
Region 4,2016-17,45.3
Region 5,2016-17,45.3
Region 6,2016-17,49.9
Region 7,2016-17,44
Region 8,2016-17,42.8
Region 9,2016-17,50.2
Rhode Island,2016-17,70.1
South Carolina,2016-17,39.4
South Dakota,2016-17,54
Tennessee,2016-17,46.9
Texas,2016-17,50.2
Region 10,2016-17,41.6
Utah,2016-17,36.3
Vermont,2016-17,49.2
Virginia,2016-17,50.2
Washington,2016-17,44
West Virginia,2016-17,46.4
Wisconsin,2016-17,44.7
Wyoming,2016-17,32.7
Alabama,2016-17,43.2
Alaska,2016-17,38.2
Arizona,2016-17,38
Arkansas,2016-17,49
California,2016-17,53.9
Colorado,2016-17,47.3
Connecticut,2016-17,55.5
Delaware,2016-17,58.4
District of Columbia,2016-17,61
Florida,2016-17,51.3
Georgia,2016-17,41.2
Hawaii,2016-17,50.1
Idaho,2016-17,35
Illinois,2016-17,45.7
Indiana,2016-17,41.4
Iowa,2016-17,44
Kansas,2016-17,42.1
Kentucky,2016-17,35.6
Louisiana,2016-17,46.5
Maine,2016-17,52.8
Maryland,2016-17,60.3
Massachusetts,2016-17,64.5
Michigan,2016-17,53.3
Minnesota,2016-17,46.1
Mississippi,2016-17,41.8
Missouri,2016-17,43.1
Montana,2016-17,38.3
Nebraska,2016-17,49.3
Nevada,2016-17,38.4
New Hampshire,2016-17,52.8
New Jersey,2016-17,48.3
New Mexico,2016-17,57.2
New York,2016-17,58
North Carolina,2016-17,47.3
North Dakota,2016-17,52.4
Ohio,2016-17,41.2
Oklahoma,2016-17,48.2
Oregon,2016-17,42.3
Pennsylvania,2016-17,53.3
United States,2016-17,48.8
Region 1,2016-17,60
Region 2,2016-17,54.7
Region 3,2016-17,53.7
Region 4,2016-17,45.5
Region 5,2016-17,45.8
Region 6,2016-17,50
Region 7,2016-17,44
Region 8,2016-17,42.8
Region 9,2016-17,50.3
Rhode Island,2016-17,70.1
South Carolina,2016-17,40
South Dakota,2016-17,54
Tennessee,2016-17,46.9
Texas,2016-17,50.3
Region 10,2016-17,42.6
Utah,2016-17,36.3
Vermont,2016-17,49.2
Virginia,2016-17,50.2
Washington,2016-17,45.9
West Virginia,2016-17,46.4
Wisconsin,2016-17,44.7
Wyoming,2016-17,32.7
Alabama,2017-18,NR †
Alaska,2017-18,NR †
Arizona,2017-18,NR †
Arkansas,2017-18,NR †
California,2017-18,NR †
Colorado,2017-18,NR †
Connecticut,2017-18,NR †
Delaware,2017-18,NR †
District of Columbia,2017-18,NR †
Florida,2017-18,NR †
Georgia,2017-18,NR †
Hawaii,2017-18,NR †
Idaho,2017-18,NR †
Illinois,2017-18,NR †
Indiana,2017-18,NR †
Iowa,2017-18,NR †
Kansas,2017-18,NR †
Kentucky,2017-18,NR †
Louisiana,2017-18,NR †
Maine,2017-18,NR †
Maryland,2017-18,NR †
Massachusetts,2017-18,NR †
Michigan,2017-18,NR †
Minnesota,2017-18,NR †
Mississippi,2017-18,NR †
Missouri,2017-18,NR †
Montana,2017-18,NR †
Nebraska,2017-18,NR †
Nevada,2017-18,NR †
New Hampshire,2017-18,NR †
New Jersey,2017-18,NR †
New Mexico,2017-18,NR †
New York,2017-18,2.1
North Carolina,2017-18,NR †
Ohio,2017-18,NR †
Oklahoma,2017-18,NR †
Oregon,2017-18,NR †
Pennsylvania,2017-18,NR †
United States,2017-18,1.2
Region 1,2017-18,0.7
Region 2,2017-18,2
Region 3,2017-18,0.6
Region 4,2017-18,1.3
Region 5,2017-18,0.6
Region 6,2017-18,1.6
Region 7,2017-18,NR †
Region 8,2017-18,NR †
Region 9,2017-18,1.9
Rhode Island,2017-18,NR †
South Carolina,2017-18,NR †
South Dakota,2017-18,NR †
Tennessee,2017-18,NR †
Texas,2017-18,1.7
Region 10,2017-18,NR †
Vermont,2017-18,NR †
Virginia,2017-18,NR †
Washington,2017-18,NR †
West Virginia,2017-18,NR †
Wisconsin,2017-18,NR †
Wyoming,2017-18,NR †
Alabama,2017-18,5.3
Alaska,2017-18,4.7
Arizona,2017-18,4.9
Arkansas,2017-18,3.2
California,2017-18,7.6
Colorado,2017-18,3.8
Connecticut,2017-18,4.5
Delaware,2017-18,7.2
District of Columbia,2017-18,7.9
Florida,2017-18,7.5
Georgia,2017-18,6.8
Hawaii,2017-18,7.2
Idaho,2017-18,NR †
Illinois,2017-18,4.9
Indiana,2017-18,4.3
Iowa,2017-18,NR †
Kansas,2017-18,4.5
Kentucky,2017-18,6.8
Louisiana,2017-18,6.6
Maine,2017-18,6.1
Maryland,2017-18,3.5
Massachusetts,2017-18,4.7
Michigan,2017-18,NR †
Minnesota,2017-18,3.1
Mississippi,2017-18,NR †
Missouri,2017-18,3.7
Montana,2017-18,NR †
Nebraska,2017-18,NR †
Nevada,2017-18,4.9
New Hampshire,2017-18,4.9
New Jersey,2017-18,6.6
New Mexico,2017-18,9.4
New York,2017-18,4.8
North Carolina,2017-18,3.4
North Dakota,2017-18,NR †
Ohio,2017-18,5.6
Oklahoma,2017-18,NR †
Oregon,2017-18,NR †
Pennsylvania,2017-18,3.3
United States,2017-18,5.3
Region 1,2017-18,4.8
Region 2,2017-18,5.3
Region 3,2017-18,3.8
Region 4,2017-18,5.6
Region 5,2017-18,4.1
Region 6,2017-18,6.9
Region 7,2017-18,3.7
Region 8,2017-18,2.8
Region 9,2017-18,7.1
Rhode Island,2017-18,5.6
South Carolina,2017-18,2.7
South Dakota,2017-18,NR †
Tennessee,2017-18,NR †
Texas,2017-18,7.6
Region 10,2017-18,2.9
Utah,2017-18,NR †
Vermont,2017-18,NR †
Virginia,2017-18,3.8
Washington,2017-18,NR †
West Virginia,2017-18,5.3
Wisconsin,2017-18,3.6
Wyoming,2017-18,NR †
Alabama,2017-18,12.5
Alaska,2017-18,12.8
Arizona,2017-18,11.6
Arkansas,2017-18,8.9
California,2017-18,16.9
Colorado,2017-18,11.6
Connecticut,2017-18,14.1
Delaware,2017-18,19.1
District of Columbia,2017-18,15.6
Florida,2017-18,12.9
Georgia,2017-18,14.7
Hawaii,2017-18,16.4
Idaho,2017-18,6.1
Illinois,2017-18,11
Indiana,2017-18,8.6
Iowa,2017-18,10.9
Kansas,2017-18,12.2
Kentucky,2017-18,12.9
Louisiana,2017-18,14.3
Maine,2017-18,11.3
Maryland,2017-18,11.7
Massachusetts,2017-18,15.9
Michigan,2017-18,8.1
Minnesota,2017-18,11.5
Mississippi,2017-18,10.4
Missouri,2017-18,9.5
Montana,2017-18,8.2
Nebraska,2017-18,8.2
Nevada,2017-18,11.1
New Hampshire,2017-18,14.3
New Jersey,2017-18,17.3
New Mexico,2017-18,15
New York,2017-18,15.9
North Carolina,2017-18,11.7
North Dakota,2017-18,9.6
Ohio,2017-18,14.1
Oklahoma,2017-18,8.4
Oregon,2017-18,10.8
Pennsylvania,2017-18,13.5
United States,2017-18,13.3
Region 1,2017-18,14.6
Region 2,2017-18,16.3
Region 3,2017-18,12.4
Region 4,2017-18,12.7
Region 5,2017-18,11
Region 6,2017-18,14.9
Region 7,2017-18,10.2
Region 8,2017-18,8.5
Region 9,2017-18,15.9
Rhode Island,2017-18,15.8
South Carolina,2017-18,7
South Dakota,2017-18,10
Tennessee,2017-18,14.9
Texas,2017-18,16.2
Region 10,2017-18,10.7
Utah,2017-18,4.7
Vermont,2017-18,5.5
Virginia,2017-18,10.7
Washington,2017-18,11.6
West Virginia,2017-18,13.2
Wisconsin,2017-18,11.5
Wyoming,2017-18,6.1
Alabama,2017-18,27.6
Alaska,2017-18,26
Arizona,2017-18,22.6
Arkansas,2017-18,34.5
California,2017-18,28.9
Colorado,2017-18,30.6
Connecticut,2017-18,31.9
Delaware,2017-18,35.3
District of Columbia,2017-18,30.9
Florida,2017-18,21.3
Georgia,2017-18,27.5
Hawaii,2017-18,29.8
Idaho,2017-18,19.2
Illinois,2017-18,27.9
Indiana,2017-18,19.4
Iowa,2017-18,33.6
Kansas,2017-18,28.8
Kentucky,2017-18,34.3
Louisiana,2017-18,27
Maine,2017-18,26
Maryland,2017-18,31.7
Massachusetts,2017-18,37.7
Michigan,2017-18,27.6
Minnesota,2017-18,30.7
Mississippi,2017-18,26.2
Missouri,2017-18,29.3
Montana,2017-18,24
Nebraska,2017-18,29.6
Nevada,2017-18,25.6
New Hampshire,2017-18,36.1
New Jersey,2017-18,33.3
New Mexico,2017-18,30.7
New York,2017-18,31.8
North Carolina,2017-18,27.5
North Dakota,2017-18,34.9
Ohio,2017-18,29.4
Oklahoma,2017-18,23
Oregon,2017-18,27.1
Pennsylvania,2017-18,33.4
United States,2017-18,28.7
Region 1,2017-18,35.2
Region 2,2017-18,32.2
Region 3,2017-18,31.2
Region 4,2017-18,26.1
Region 5,2017-18,27.8
Region 6,2017-18,29.4
Region 7,2017-18,30.1
Region 8,2017-18,26.3
Region 9,2017-18,27.9
Rhode Island,2017-18,42.7
South Carolina,2017-18,26.2
South Dakota,2017-18,34.4
Tennessee,2017-18,29
Texas,2017-18,29.9
Region 10,2017-18,27.4
Utah,2017-18,19.5
Vermont,2017-18,24.8
Virginia,2017-18,28.4
Washington,2017-18,29.8
West Virginia,2017-18,28
Wisconsin,2017-18,30.6
Wyoming,2017-18,22.5
Alabama,2017-18,35.9
Alaska,2017-18,33
Arizona,2017-18,30.1
Arkansas,2017-18,46.8
California,2017-18,36.7
Colorado,2017-18,41.6
Connecticut,2017-18,42.9
Delaware,2017-18,41.7
District of Columbia,2017-18,45
Florida,2017-18,25.1
Georgia,2017-18,33.1
Hawaii,2017-18,40.5
Idaho,2017-18,27.5
Illinois,2017-18,34.5
Indiana,2017-18,27.2
Iowa,2017-18,43.1
Kansas,2017-18,32.7
Kentucky,2017-18,43.1
Louisiana,2017-18,32.9
Maine,2017-18,36.8
Maryland,2017-18,45.6
Massachusetts,2017-18,54.9
Michigan,2017-18,35.1
Minnesota,2017-18,39.8
Mississippi,2017-18,35.6
Missouri,2017-18,37.1
Montana,2017-18,30.6
Nebraska,2017-18,37.9
Nevada,2017-18,33
New Hampshire,2017-18,49.6
New Jersey,2017-18,42.2
New Mexico,2017-18,42.5
New York,2017-18,41.7
North Carolina,2017-18,35.7
North Dakota,2017-18,46.9
Ohio,2017-18,37.2
Oklahoma,2017-18,32.3
Oregon,2017-18,35.9
Pennsylvania,2017-18,46.2
United States,2017-18,37.3
Region 1,2017-18,49.6
Region 2,2017-18,41.8
Region 3,2017-18,43.9
Region 4,2017-18,33.1
Region 5,2017-18,35.4
Region 6,2017-18,38.1
Region 7,2017-18,37.6
Region 8,2017-18,34.7
Region 9,2017-18,35.7
Rhode Island,2017-18,54.8
South Carolina,2017-18,35.5
South Dakota,2017-18,45.9
Tennessee,2017-18,40.8
Texas,2017-18,38.4
Region 10,2017-18,36.3
Utah,2017-18,24.7
Vermont,2017-18,37.9
Virginia,2017-18,41.2
Washington,2017-18,39.2
West Virginia,2017-18,37.9
Wisconsin,2017-18,39.2
Wyoming,2017-18,27.3
Alabama,2017-18,39.8
Alaska,2017-18,34.4
Arizona,2017-18,32.7
Arkansas,2017-18,51.4
California,2017-18,41.7
Colorado,2017-18,45.8
Connecticut,2017-18,50.5
Delaware,2017-18,46.2
District of Columbia,2017-18,48.6
Florida,2017-18,27.5
Georgia,2017-18,35.6
Hawaii,2017-18,45.5
Idaho,2017-18,30.5
Illinois,2017-18,37.6
Indiana,2017-18,32.5
Iowa,2017-18,44.6
Kansas,2017-18,36.4
Kentucky,2017-18,45.4
Louisiana,2017-18,38.8
Maine,2017-18,36.9
Maryland,2017-18,49.5
Massachusetts,2017-18,60.4
Michigan,2017-18,37.8
Minnesota,2017-18,41.6
Mississippi,2017-18,39
Missouri,2017-18,39.2
Montana,2017-18,32.9
Nebraska,2017-18,45.8
Nevada,2017-18,38.3
New Hampshire,2017-18,52.3
New Jersey,2017-18,46
New Mexico,2017-18,48.6
New York,2017-18,46.4
North Carolina,2017-18,38.9
North Dakota,2017-18,49.2
Ohio,2017-18,41.6
Oklahoma,2017-18,34.8
Oregon,2017-18,39
Pennsylvania,2017-18,49.1
United States,2017-18,41.2
Region 1,2017-18,54.7
Region 2,2017-18,46.3
Region 3,2017-18,47
Region 4,2017-18,36
Region 5,2017-18,38.9
Region 6,2017-18,42.8
Region 7,2017-18,40.8
Region 8,2017-18,39
Region 9,2017-18,40.5
Rhode Island,2017-18,59.8
South Carolina,2017-18,39.3
South Dakota,2017-18,52.1
Tennessee,2017-18,43.7
Texas,2017-18,43.1
Region 10,2017-18,41.2
Utah,2017-18,29.5
Vermont,2017-18,43
Virginia,2017-18,43.7
Washington,2017-18,45.9
West Virginia,2017-18,41.7
Wisconsin,2017-18,43.3
Wyoming,2017-18,30.4
Alabama,2017-18,41.1
Alaska,2017-18,36.9
Arizona,2017-18,34.5
Arkansas,2017-18,54.3
California,2017-18,46
Colorado,2017-18,49.7
Connecticut,2017-18,53.8
Delaware,2017-18,46.9
District of Columbia,2017-18,53.5
Florida,2017-18,29
Georgia,2017-18,37.4
Hawaii,2017-18,48.6
Idaho,2017-18,36.2
Illinois,2017-18,40.3
Indiana,2017-18,37.2
Iowa,2017-18,47.3
Kansas,2017-18,37.5
Kentucky,2017-18,48.5
Louisiana,2017-18,40.6
Maine,2017-18,41.8
Maryland,2017-18,54.3
Massachusetts,2017-18,66
Michigan,2017-18,39.7
Minnesota,2017-18,44.3
Mississippi,2017-18,43
Missouri,2017-18,41.8
Montana,2017-18,36
Nebraska,2017-18,48.4
Nevada,2017-18,41.8
New Hampshire,2017-18,55.5
New Jersey,2017-18,47.9
New Mexico,2017-18,50
New York,2017-18,47.4
North Carolina,2017-18,41.3
North Dakota,2017-18,49.9
Ohio,2017-18,42.9
Oklahoma,2017-18,38.1
Oregon,2017-18,43.9
Pennsylvania,2017-18,52
United States,2017-18,44.2
Region 1,2017-18,59.2
Region 2,2017-18,47.6
Region 3,2017-18,50.2
Region 4,2017-18,38.7
Region 5,2017-18,41.2
Region 6,2017-18,45.7
Region 7,2017-18,43.1
Region 8,2017-18,41.7
Region 9,2017-18,44.4
Rhode Island,2017-18,64.1
South Carolina,2017-18,40.6
South Dakota,2017-18,54.1
Tennessee,2017-18,53.6
Texas,2017-18,46.2
Region 10,2017-18,44.2
Utah,2017-18,31.6
Vermont,2017-18,44.5
Virginia,2017-18,46.1
Washington,2017-18,47.3
West Virginia,2017-18,45.3
Wisconsin,2017-18,44
Wyoming,2017-18,30.9
Alabama,2017-18,42.9
Alaska,2017-18,40.1
Arizona,2017-18,34.5
Arkansas,2017-18,57.5
California,2017-18,47.8
Colorado,2017-18,51.9
Connecticut,2017-18,55.4
Delaware,2017-18,52.4
District of Columbia,2017-18,57.8
Florida,2017-18,31
Georgia,2017-18,40.1
Hawaii,2017-18,51.8
Idaho,2017-18,36.3
Illinois,2017-18,42.6
Indiana,2017-18,37.2
Iowa,2017-18,47.3
Kansas,2017-18,38.8
Kentucky,2017-18,49.5
Louisiana,2017-18,42.8
Maine,2017-18,43.8
Maryland,2017-18,56.6
Massachusetts,2017-18,66.7
Michigan,2017-18,42.5
Minnesota,2017-18,45.6
Mississippi,2017-18,43.2
Missouri,2017-18,42.3
Montana,2017-18,37.9
Nebraska,2017-18,49.7
Nevada,2017-18,41.8
New Hampshire,2017-18,58
New Jersey,2017-18,48.8
New Mexico,2017-18,50.5
New York,2017-18,50
North Carolina,2017-18,42.7
North Dakota,2017-18,51.1
Ohio,2017-18,42.9
Oklahoma,2017-18,39
Oregon,2017-18,47.7
Pennsylvania,2017-18,52.7
United States,2017-18,45.7
Region 1,2017-18,60.4
Region 2,2017-18,49.5
Region 3,2017-18,51.7
Region 4,2017-18,40.5
Region 5,2017-18,42.6
Region 6,2017-18,46.9
Region 7,2017-18,43.7
Region 8,2017-18,43
Region 9,2017-18,46
Rhode Island,2017-18,65.4
South Carolina,2017-18,42
South Dakota,2017-18,54.6
Tennessee,2017-18,55.3
Texas,2017-18,47.1
Region 10,2017-18,47.7
Utah,2017-18,32
Vermont,2017-18,46.3
Virginia,2017-18,47.7
Washington,2017-18,51.5
West Virginia,2017-18,47.3
Wisconsin,2017-18,44.7
Wyoming,2017-18,32.3
Alabama,2017-18,42.9
Alaska,2017-18,40.8
Arizona,2017-18,36.5
Arkansas,2017-18,59.6
California,2017-18,48.7
Colorado,2017-18,51.9
Connecticut,2017-18,55.9
Delaware,2017-18,53.5
District of Columbia,2017-18,60.9
Florida,2017-18,31
Georgia,2017-18,40.1
Hawaii,2017-18,52.9
Idaho,2017-18,37.2
Illinois,2017-18,43.5
Indiana,2017-18,37.2
Iowa,2017-18,47.3
Kansas,2017-18,40
Kentucky,2017-18,49.5
Louisiana,2017-18,44.4
Maine,2017-18,46.4
Maryland,2017-18,56.9
Massachusetts,2017-18,69.9
Michigan,2017-18,43.5
Minnesota,2017-18,49.9
Mississippi,2017-18,44.8
Missouri,2017-18,42.3
Montana,2017-18,38.3
Nebraska,2017-18,49.7
Nevada,2017-18,42.3
New Hampshire,2017-18,59.9
New Jersey,2017-18,49.3
New Mexico,2017-18,50.5
New York,2017-18,51.1
North Carolina,2017-18,45.3
North Dakota,2017-18,51.8
Ohio,2017-18,42.9
Oklahoma,2017-18,43.2
Oregon,2017-18,49.6
Pennsylvania,2017-18,54
United States,2017-18,46.7
Region 1,2017-18,62.6
Region 2,2017-18,50.4
Region 3,2017-18,52.4
Region 4,2017-18,41.7
Region 5,2017-18,43.6
Region 6,2017-18,48.1
Region 7,2017-18,44
Region 8,2017-18,43.3
Region 9,2017-18,47
Rhode Island,2017-18,65.9
South Carolina,2017-18,46
South Dakota,2017-18,54.6
Tennessee,2017-18,57.6
Texas,2017-18,47.9
Region 10,2017-18,48.3
Utah,2017-18,32.8
Vermont,2017-18,46.3
Virginia,2017-18,47.7
Washington,2017-18,51.5
West Virginia,2017-18,48
Wisconsin,2017-18,46.3
Wyoming,2017-18,32.3
Alabama,2017-18,42.9
Alaska,2017-18,43
Arizona,2017-18,36.5
Arkansas,2017-18,59.6
California,2017-18,48.7
Colorado,2017-18,51.9
Connecticut,2017-18,55.9
Delaware,2017-18,53.5
District of Columbia,2017-18,61.8
Florida,2017-18,31
Georgia,2017-18,40.8
Hawaii,2017-18,52.9
Idaho,2017-18,37.7
Illinois,2017-18,43.9
Indiana,2017-18,37.2
Iowa,2017-18,48.2
Kansas,2017-18,40
Kentucky,2017-18,49.5
Louisiana,2017-18,50.4
Maine,2017-18,46.4
Maryland,2017-18,56.9
Massachusetts,2017-18,72.4
Michigan,2017-18,43.5
Minnesota,2017-18,49.9
Mississippi,2017-18,44.8
Missouri,2017-18,42.3
Montana,2017-18,38.3
Nebraska,2017-18,49.7
Nevada,2017-18,43.2
New Hampshire,2017-18,60.5
New Jersey,2017-18,54.4
New Mexico,2017-18,50.5
New York,2017-18,51.8
North Carolina,2017-18,46.1
North Dakota,2017-18,51.8
Ohio,2017-18,42.9
Oklahoma,2017-18,43.2
Oregon,2017-18,49.6
Pennsylvania,2017-18,54
United States,2017-18,47.1
Region 1,2017-18,64
Region 2,2017-18,52.6
Region 3,2017-18,52.5
Region 4,2017-18,42
Region 5,2017-18,43.7
Region 6,2017-18,48.8
Region 7,2017-18,44.2
Region 8,2017-18,43.3
Region 9,2017-18,47.1
Rhode Island,2017-18,67.1
South Carolina,2017-18,46
South Dakota,2017-18,54.6
Tennessee,2017-18,57.6
Texas,2017-18,48.1
Region 10,2017-18,48.5
Utah,2017-18,32.8
Vermont,2017-18,46.3
Virginia,2017-18,47.7
Washington,2017-18,51.5
West Virginia,2017-18,48.5
Wisconsin,2017-18,46.3
Wyoming,2017-18,32.3
Alabama,2017-18,42.9
Alaska,2017-18,43
Arizona,2017-18,37.3
Arkansas,2017-18,59.9
California,2017-18,48.7
Colorado,2017-18,51.9
Connecticut,2017-18,55.9
Delaware,2017-18,53.8
District of Columbia,2017-18,61.8
Florida,2017-18,32.9
Georgia,2017-18,40.8
Hawaii,2017-18,52.9
Idaho,2017-18,37.7
Illinois,2017-18,43.9
Indiana,2017-18,37.2
Iowa,2017-18,48.2
Kansas,2017-18,40
Kentucky,2017-18,49.5
Louisiana,2017-18,50.4
Maine,2017-18,46.4
Maryland,2017-18,57.1
Massachusetts,2017-18,72.4
Michigan,2017-18,43.5
Minnesota,2017-18,49.9
Mississippi,2017-18,44.8
Missouri,2017-18,42.3
Montana,2017-18,38.3
Nebraska,2017-18,49.7
Nevada,2017-18,45
New Hampshire,2017-18,60.5
New Jersey,2017-18,55
New Mexico,2017-18,50.5
New York,2017-18,51.8
North Carolina,2017-18,46.1
North Dakota,2017-18,51.8
Ohio,2017-18,42.9
Oklahoma,2017-18,43.2
Oregon,2017-18,49.6
Pennsylvania,2017-18,54
United States,2017-18,47.4
Region 1,2017-18,64
Region 2,2017-18,52.9
Region 3,2017-18,53.2
Region 4,2017-18,42.6
Region 5,2017-18,43.7
Region 6,2017-18,48.8
Region 7,2017-18,44.2
Region 8,2017-18,43.3
Region 9,2017-18,47.2
Rhode Island,2017-18,67.1
South Carolina,2017-18,47.6
South Dakota,2017-18,54.6
Tennessee,2017-18,57.6
Texas,2017-18,48.1
Region 10,2017-18,48.5
Utah,2017-18,32.8
Vermont,2017-18,46.3
Virginia,2017-18,50.2
Washington,2017-18,51.5
West Virginia,2017-18,48.5
Wisconsin,2017-18,46.3
Wyoming,2017-18,32.3
Alabama,2018-19,NR †
Alaska,2018-19,NR †
Arizona,2018-19,NR †
Arkansas,2018-19,NR †
California,2018-19,NR †
Colorado,2018-19,NR †
Connecticut,2018-19,NR †
Delaware,2018-19,NR †
District of Columbia,2018-19,NR †
Florida,2018-19,NR †
Georgia,2018-19,NR †
Hawaii,2018-19,3.5
Illinois,2018-19,NR †
Indiana,2018-19,NR †
Iowa,2018-19,NR †
Kansas,2018-19,NR †
Kentucky,2018-19,NR †
Louisiana,2018-19,NR †
Maine,2018-19,NR †
Maryland,2018-19,NR †
Massachusetts,2018-19,2.4
Michigan,2018-19,NR †
Mississippi,2018-19,NR †
Missouri,2018-19,NR †
Montana,2018-19,NR †
Nebraska,2018-19,NR †
Nevada,2018-19,NR †
New Hampshire,2018-19,NR †
New Jersey,2018-19,NR †
New Mexico,2018-19,NR †
New York,2018-19,NR †
North Carolina,2018-19,NR †
North Dakota,2018-19,NR †
Ohio,2018-19,NR †
Oklahoma,2018-19,NR †
Oregon,2018-19,NR †
Pennsylvania,2018-19,NR †
United States,2018-19,1.4
Region 1,2018-19,1.6
Region 2,2018-19,NR †
Region 3,2018-19,1.9
Region 4,2018-19,1.4
Region 5,2018-19,1
Region 6,2018-19,1.7
Region 7,2018-19,0.7
Region 8,2018-19,NR †
Region 9,2018-19,NR †
Rhode Island,2018-19,NR †
South Carolina,2018-19,NR †
South Dakota,2018-19,NR †
Tennessee,2018-19,NR †
